index,action,cost,probability,feature_arrival,feature_workload
2240,1,26452,0.1,0.25,2000
2241,10,2153,0.1,0.38,19000
2242,9,-2285,0.1,0.41,3000
2243,10,-2404,0.1,0.42,5000
2244,10,-2708,0.1,0.46,4000
2245,3,1860,0.1,0.39,4000
2246,3,59113,0.1,0.52,7000
2247,6,11375,0.1,0.59,20000
2248,5,-2947,0.1,0.41,4000
2249,9,-2655,0.1,0.43,5000
2250,6,-2729,0.1,0.39,3000
2251,9,-1917,0.1,0.36,3000
2252,5,-1804,0.1,0.26,4000
2253,3,-1144,0.1,0.15,4000
2254,2,-693,0.1,0.11,3000
2255,4,-363,0.1,0.1,0
2256,9,481,0.1,0.08,1000
2257,6,424,0.1,0.05,0
2258,4,-283,0.1,0.1,0
2259,5,-603,0.1,0.15,1000
2260,7,-390,0.1,0.15,2000
2261,9,-395,0.1,0.2,1000
2262,3,-1586,0.1,0.22,3000
2263,9,-720,0.1,0.22,2000
2264,8,-984,0.1,0.25,2000
2265,3,1140,0.1,0.38,3000
2266,7,-2938,0.1,0.41,5000
2267,5,-2984,0.1,0.42,5000
2268,6,-3302,0.1,0.46,3000
2269,9,-2272,0.1,0.39,6000
2270,3,37331,0.1,0.52,3000
2271,2,82097,0.1,0.59,16000
2272,10,9555,0.1,0.41,40000
2273,8,-2782,0.1,0.43,4000
2274,4,-3017,0.1,0.39,3000
2275,6,-2501,0.1,0.36,4000
2276,3,-1891,0.1,0.26,3000
2277,3,-971,0.1,0.15,2000
2278,10,425,0.1,0.11,2000
2279,7,111,0.1,0.1,2000
2280,1,-590,0.1,0.08,1000
2281,6,450,0.1,0.05,0
2282,8,256,0.1,0.1,0
2283,4,-861,0.1,0.15,1000
2284,1,8793,0.1,0.15,2000
2285,6,-851,0.1,0.2,4000
2286,9,-596,0.1,0.22,2000
2287,4,-1403,0.1,0.22,2000
2288,1,29528,0.1,0.25,3000
2289,1,57490,0.1,0.38,14000
2290,2,51196,0.1,0.41,22000
2291,2,61450,0.1,0.42,24000
2292,4,22035,0.1,0.46,23000
2293,6,-2839,0.1,0.39,9000
2294,9,-3461,0.1,0.52,3000
2295,3,58603,0.1,0.59,4000
2296,4,14684,0.1,0.41,21000
2297,8,-2852,0.1,0.43,6000
2298,8,-2417,0.1,0.39,4000
2299,10,-1800,0.1,0.36,2000
2300,9,-1051,0.1,0.26,4000
2301,5,-632,0.1,0.15,2000
2302,10,353,0.1,0.11,1000
2303,10,584,0.1,0.1,1000
2304,8,434,0.1,0.08,1000
2305,6,483,0.1,0.05,0
2306,1,-719,0.1,0.1,0
2307,1,4138,0.1,0.15,1000
2308,6,543,0.1,0.15,5000
2309,3,-1346,0.1,0.2,2000
2310,4,-1394,0.1,0.22,2000
2311,10,-674,0.1,0.22,5000
2312,4,-1687,0.1,0.25,2000
2313,1,53461,0.1,0.38,2000
2314,7,5793,0.1,0.41,29000
2315,8,-2614,0.1,0.42,4000
2316,6,-3375,0.1,0.46,6000
2317,5,-2747,0.1,0.39,4000
2318,10,-3366,0.1,0.52,3000
2319,3,59648,0.1,0.59,6000
2320,3,55504,0.1,0.41,30000
2321,10,-746,0.1,0.43,12000
2322,10,-2141,0.1,0.39,6000
2323,3,243,0.1,0.36,2000
2324,8,-1270,0.1,0.26,6000
2325,2,-1000,0.1,0.15,2000
2326,2,-737,0.1,0.11,2000
2327,6,-56,0.1,0.1,2000
2328,3,-331,0.1,0.08,1000
2329,6,450,0.1,0.05,0
2330,1,-763,0.1,0.1,0
2331,10,106,0.1,0.15,2000
2332,5,-586,0.1,0.15,1000
2333,7,-762,0.1,0.2,2000
2334,10,-641,0.1,0.22,3000
2335,8,-710,0.1,0.22,2000
2336,9,-946,0.1,0.25,2000
2337,2,35714,0.1,0.38,3000
2338,4,9771,0.1,0.41,18000
2339,1,57692,0.1,0.42,3000
2340,2,65418,0.1,0.46,28000
2341,10,6022,0.1,0.39,30000
2342,10,-3277,0.1,0.52,3000
2343,10,-3935,0.1,0.59,5000
2344,8,-2816,0.1,0.41,8000
2345,7,-2863,0.1,0.43,4000
2346,4,-3009,0.1,0.39,5000
2347,6,-2441,0.1,0.36,4000
2348,6,-1523,0.1,0.26,3000
2349,7,-396,0.1,0.15,3000
2350,10,414,0.1,0.11,2000
2351,8,262,0.1,0.1,2000
2352,9,625,0.1,0.08,0
2353,6,481,0.1,0.05,0
2354,10,646,0.1,0.1,1000
2355,3,-989,0.1,0.15,1000
2356,10,165,0.1,0.15,1000
2357,5,-1117,0.1,0.2,1000
2358,7,-907,0.1,0.22,2000
2359,4,-1326,0.1,0.22,3000
2360,8,-1213,0.1,0.25,1000
2361,10,-1984,0.1,0.38,2000
2362,7,-2690,0.1,0.41,4000
2363,5,-3116,0.1,0.42,5000
2364,10,-2811,0.1,0.46,5000
2365,8,-2437,0.1,0.39,4000
2366,6,-3775,0.1,0.52,5000
2367,10,-3994,0.1,0.59,5000
2368,2,45614,0.1,0.41,6000
2369,1,64210,0.1,0.43,20000
2370,6,11065,0.1,0.39,27000
2371,10,-1882,0.1,0.36,3000
2372,6,-1465,0.1,0.26,4000
2373,3,-953,0.1,0.15,4000
2374,10,356,0.1,0.11,2000
2375,4,-251,0.1,0.1,1000
2376,2,-388,0.1,0.08,1000
2377,6,522,0.1,0.05,0
2378,10,611,0.1,0.1,1000
2379,7,-331,0.1,0.15,0
2380,8,-128,0.1,0.15,1000
2381,2,-1507,0.1,0.2,2000
2382,1,24410,0.1,0.22,1000
2383,2,6795,0.1,0.22,11000
2384,3,-1807,0.1,0.25,2000
2385,8,-2243,0.1,0.38,2000
2386,4,-3272,0.1,0.41,4000
2387,7,-2907,0.1,0.42,5000
2388,7,-3063,0.1,0.46,3000
2389,3,-637,0.1,0.39,4000
2390,5,-2783,0.1,0.52,9000
2391,5,-4550,0.1,0.59,3000
2392,2,44018,0.1,0.41,7000
2393,9,4365,0.1,0.43,21000
2394,2,44131,0.1,0.39,5000
2395,7,6163,0.1,0.36,27000
2396,3,-1963,0.1,0.26,6000
2397,1,6055,0.1,0.15,3000
2398,8,967,0.1,0.11,5000
2399,1,-693,0.1,0.1,0
2400,4,-160,0.1,0.08,1000
